_id,city1,city2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
14290,ballina,sydney,Mar-08,24708,332,83.6,612,15121296,18091944,29562,2008,3
14291,brisbane,cairns,Mar-08,90613,738,71.8,1391,126042683,175432920,126120,2008,3
14292,brisbane,canberra,Mar-08,48399,486,68.3,956,46269444,67743116,70861,2008,3
14293,brisbane,darwin,Mar-08,24929,175,70.9,2852,71097508,100341916,35183,2008,3
14294,brisbane,hamilton island,Mar-08,14847,124,74.3,888,13184136,17736912,19974,2008,3
14295,brisbane,hobart,Mar-08,12575,88,86.9,1791,22521825,25908606,14466,2008,3
14296,brisbane,mackay,Mar-08,56136,464,86.6,797,44740392,51667916,64828,2008,3
14297,brisbane,melbourne,Mar-08,223653,1754,77.7,1381,308864793,397606472,287912,2008,3
14298,brisbane,newcastle,Mar-08,40178,290,83.1,614,24669292,29691812,48358,2008,3
14299,brisbane,perth,Mar-08,54268,312,83.1,3615,196178820,236084805,65307,2008,3
14300,brisbane,proserpine,Mar-08,17039,124,86.3,895,15249905,17678040,19752,2008,3
14301,brisbane,rockhampton,Mar-08,47547,552,81.9,518,24629346,30065756,58042,2008,3
14302,brisbane,sydney,Mar-08,370096,2773,74.7,753,278682288,372990267,495339,2008,3
14303,brisbane,townsville,Mar-08,75152,635,79.5,1112,83569024,105061760,94480,2008,3
14304,broome,perth,Mar-08,19557,220,69.8,1677,32797089,46954323,27999,2008,3
14305,cairns,melbourne,Mar-08,34753,270,75.2,2311,80314183,106832908,46228,2008,3
14306,cairns,sydney,Mar-08,73516,585,70.0,1971,144900036,206996391,105021,2008,3
14307,cairns,townsville,Mar-08,11960,410,63.9,284,3396640,5316764,18721,2008,3
14308,canberra,melbourne,Mar-08,95545,1085,71.1,470,44906150,63144500,134350,2008,3
14309,canberra,sydney,Mar-08,79748,1714,53.8,236,18820528,34988888,148258,2008,3
14310,coffs harbour,sydney,Mar-08,27832,366,84.2,443,12329576,14647352,33064,2008,3
14311,darwin,melbourne,Mar-08,19919,178,73.8,3131,62366389,84527607,26997,2008,3
14312,darwin,sydney,Mar-08,0,0,0.0,3155,0,0,0,2008,3
14313,devonport,melbourne,Mar-08,0,0,0.0,412,0,0,0,2008,3
14314,dubbo,sydney,Mar-08,16120,536,81.5,310,4997200,6129630,19773,2008,3
14315,gold coast,sydney,Mar-08,192082,1419,81.9,680,130615760,159499440,234558,2008,3
14316,hervey bay,sydney,Mar-08,13648,98,79.2,973,13279504,16760898,17226,2008,3
14317,hobart,melbourne,Mar-08,104310,750,85.0,618,64463580,75876804,122778,2008,3
14318,hobart,sydney,Mar-08,41929,283,87.7,1039,43564231,49687058,47822,2008,3
14319,kalgoorlie,perth,Mar-08,21556,253,72.0,538,11597128,16113638,29951,2008,3
14320,karratha,perth,Mar-08,0,0,0.0,1250,0,0,0,2008,3
14321,launceston,melbourne,Mar-08,79536,702,83.4,476,37859136,45372796,95321,2008,3
14322,launceston,sydney,Mar-08,20305,134,89.6,914,18558770,20724036,22674,2008,3
14323,melbourne,burnie,Mar-08,0,0,0.0,378,0,0,0,2008,3
14324,melbourne,gold coast,Mar-08,156375,1090,82.3,1330,207978750,252657440,189968,2008,3
14325,melbourne,mildura,Mar-08,13297,447,79.2,457,6076729,7669374,16782,2008,3
14326,melbourne,newcastle,Mar-08,35932,267,82.2,836,30039152,36557444,43729,2008,3
14327,melbourne,perth,Mar-08,153528,907,82.0,2706,415446768,506728266,187261,2008,3
14328,melbourne,sydney,Mar-08,625196,3945,82.2,706,441388376,536886172,760462,2008,3
14329,perth,port hedland,Mar-08,0,0,0.0,1312,0,0,0,2008,3
14330,perth,sydney,Mar-08,124246,516,87.1,3284,408023864,468531564,142671,2008,3
14331,port macquarie,sydney,Mar-08,13791,304,82.4,321,4426911,5374182,16742,2008,3
14332,sunshine coast,melbourne,Mar-08,42123,298,80.6,1454,61246842,76034022,52293,2008,3
14333,sunshine coast,sydney,Mar-08,38807,268,83.8,837,32481459,38744730,46290,2008,3
14334,sydney,townsville,Mar-08,13873,107,77.8,1690,23445370,30122560,17824,2008,3
14335,sydney,wagga wagga,Mar-08,16464,490,82.2,367,6042288,7352845,20035,2008,3
14336,adelaide,alice springs,Apr-08,0,0,0.0,1316,0,0,0,2008,4
14337,adelaide,brisbane,Apr-08,54077,412,83.8,1622,87712894,104722808,64564,2008,4
14338,adelaide,canberra,Apr-08,17820,161,74.7,972,17321040,23180256,23848,2008,4
14339,adelaide,gold coast,Apr-08,16310,120,83.8,1607,26210170,31288290,19470,2008,4
14340,adelaide,melbourne,Apr-08,178400,1498,75.8,643,114711200,151254176,235232,2008,4
14341,adelaide,perth,Apr-08,51403,353,88.1,2120,108974360,123740160,58368,2008,4
14342,adelaide,port lincoln,Apr-08,0,0,0.0,246,0,0,0,2008,4
14343,adelaide,sydney,Apr-08,136553,1139,81.6,1167,159357351,195187752,167256,2008,4
14344,albury,sydney,Apr-08,18992,566,68.7,452,8584384,12500060,27655,2008,4
14345,alice springs,melbourne,Apr-08,0,0,0.0,0,0,0,0,2008,4
14346,alice springs,sydney,Apr-08,0,0,0.0,2022,0,0,0,2008,4
14347,ballina,sydney,Apr-08,22842,315,81.2,612,13979304,17224128,28144,2008,4
14348,brisbane,cairns,Apr-08,92002,732,75.0,1391,127974782,170674309,122699,2008,4
14349,brisbane,canberra,Apr-08,50083,539,64.3,956,47879348,74479092,77907,2008,4
14350,brisbane,darwin,Apr-08,27253,172,78.6,2852,77725556,98850320,34660,2008,4
14351,brisbane,hamilton island,Apr-08,13981,121,69.9,888,12415128,17766216,20007,2008,4
14352,brisbane,hobart,Apr-08,11642,86,82.5,1791,20850822,25263846,14106,2008,4
14353,brisbane,mackay,Apr-08,56832,502,81.8,797,45295104,55354838,69454,2008,4
14354,brisbane,melbourne,Apr-08,205899,1707,73.4,1381,284346519,387400882,280522,2008,4
14355,brisbane,newcastle,Apr-08,39743,273,84.4,614,24402202,28926768,47112,2008,4
14356,brisbane,perth,Apr-08,55974,301,87.4,3615,202346010,231446760,64024,2008,4
14357,brisbane,proserpine,Apr-08,17122,120,84.2,895,15324190,18195350,20330,2008,4
14358,brisbane,rockhampton,Apr-08,46712,589,80.3,518,24196816,30128952,58164,2008,4
14359,brisbane,sydney,Apr-08,357472,2644,75.9,753,269176416,354582429,470893,2008,4
14360,brisbane,townsville,Apr-08,78297,618,84.3,1112,87066264,103283672,92881,2008,4
14361,broome,perth,Apr-08,22153,234,69.2,1677,37150581,53685801,32013,2008,4
14362,cairns,melbourne,Apr-08,32730,266,70.4,2311,75639030,107459189,46499,2008,4
14363,cairns,sydney,Apr-08,70468,560,69.7,1971,138892428,199279926,101106,2008,4
14364,cairns,townsville,Apr-08,12255,407,66.6,284,3480420,5225032,18398,2008,4
14365,canberra,melbourne,Apr-08,90295,1088,67.1,470,42438650,63203250,134475,2008,4
14366,canberra,sydney,Apr-08,80855,1716,53.9,236,19081780,35410384,150044,2008,4
14367,coffs harbour,sydney,Apr-08,25970,352,84.4,443,11504710,13635983,30781,2008,4
14368,darwin,melbourne,Apr-08,21724,206,71.0,3131,68017844,95771028,30588,2008,4
14369,darwin,sydney,Apr-08,0,0,0.0,3155,0,0,0,2008,4
14370,devonport,melbourne,Apr-08,0,0,0.0,412,0,0,0,2008,4
14371,dubbo,sydney,Apr-08,15970,544,79.6,310,4950700,6219840,20064,2008,4
14372,gold coast,sydney,Apr-08,169180,1308,78.8,680,115042400,145906240,214568,2008,4
14373,hervey bay,sydney,Apr-08,12826,93,78.4,973,12479698,15911469,16353,2008,4
14374,hobart,melbourne,Apr-08,93237,736,78.1,618,57620466,73762008,119356,2008,4
14375,hobart,sydney,Apr-08,35110,274,78.1,1039,36479290,46731103,44977,2008,4
14376,kalgoorlie,perth,Apr-08,21856,248,72.9,538,11758528,16126012,29974,2008,4
14377,karratha,perth,Apr-08,0,0,0.0,1250,0,0,0,2008,4
14378,launceston,melbourne,Apr-08,70925,671,82.2,476,33760300,41077372,86297,2008,4
14379,launceston,sydney,Apr-08,17431,122,80.8,914,15931934,19711324,21566,2008,4
14380,melbourne,burnie,Apr-08,0,0,0.0,378,0,0,0,2008,4
14381,melbourne,gold coast,Apr-08,130110,996,75.8,1330,173046300,228383610,171717,2008,4
14382,melbourne,mildura,Apr-08,13461,442,81.7,457,6151677,7529532,16476,2008,4
14383,melbourne,newcastle,Apr-08,33207,238,80.8,836,27761052,34342044,41079,2008,4
14384,melbourne,perth,Apr-08,153695,891,83.4,2706,415898670,498853806,184351,2008,4
14385,melbourne,sydney,Apr-08,586952,3944,76.7,706,414388112,540200842,765157,2008,4
14386,perth,port hedland,Apr-08,0,0,0.0,1312,0,0,0,2008,4
14387,perth,sydney,Apr-08,122830,512,91.9,3284,403373720,438860624,133636,2008,4
14388,port macquarie,sydney,Apr-08,13872,298,84.1,321,4452912,5292648,16488,2008,4
14389,sunshine coast,melbourne,Apr-08,40231,322,71.3,1454,58495874,82031772,56418,2008,4
14390,sunshine coast,sydney,Apr-08,32164,233,79.3,837,26921268,33936165,40545,2008,4
14391,sydney,townsville,Apr-08,13690,102,80.9,1690,23136100,28584660,16914,2008,4
14392,sydney,wagga wagga,Apr-08,16104,482,81.4,367,5910168,7257058,19774,2008,4
14393,adelaide,alice springs,May-08,0,0,0.0,1316,0,0,0,2008,5
14394,adelaide,brisbane,May-08,51396,431,76.4,1622,83364312,109084366,67253,2008,5
14395,adelaide,canberra,May-08,15890,160,67.4,972,15445080,22917816,23578,2008,5
14396,adelaide,gold coast,May-08,16810,124,84.2,1607,27013670,32098218,19974,2008,5
14397,adelaide,melbourne,May-08,167974,1516,70.7,643,108007282,152854603,237721,2008,5
14398,adelaide,perth,May-08,45124,353,78.1,2120,95662880,122480880,57774,2008,5
14399,adelaide,port lincoln,May-08,0,0,0.0,246,0,0,0,2008,5
14400,adelaide,sydney,May-08,125450,1121,72.7,1167,146400150,201319170,172510,2008,5
14401,albury,sydney,May-08,18650,578,67.6,452,8429800,12461188,27569,2008,5
14402,alice springs,melbourne,May-08,11210,90,73.2,1860,20850600,28480320,15312,2008,5
14403,alice springs,sydney,May-08,0,0,0.0,2022,0,0,0,2008,5
14404,ballina,sydney,May-08,21704,323,73.7,612,13282848,18024012,29451,2008,5
14405,brisbane,cairns,May-08,95727,803,70.9,1391,133156257,187765526,134986,2008,5
14406,brisbane,canberra,May-08,50005,594,60.4,956,47804780,79193128,82838,2008,5
14407,brisbane,darwin,May-08,30779,178,85.4,2852,87781708,102826008,36054,2008,5
14408,brisbane,hamilton island,May-08,12479,124,59.3,888,11081352,18695952,21054,2008,5
14409,brisbane,hobart,May-08,11988,90,79.2,1791,21470508,27122904,15144,2008,5
14410,brisbane,mackay,May-08,57578,544,75.9,797,45889666,60469187,75871,2008,5
14411,brisbane,melbourne,May-08,195797,1740,69.1,1381,270395657,391132344,283224,2008,5
14412,brisbane,newcastle,May-08,40380,280,84.7,614,24793320,29269994,47671,2008,5
14413,brisbane,perth,May-08,52569,308,79.9,3615,190036935,237816390,65786,2008,5
14414,brisbane,proserpine,May-08,16225,128,71.9,895,14521375,20196570,22566,2008,5
14415,brisbane,rockhampton,May-08,47067,652,71.9,518,24380706,33929000,65500,2008,5
14416,brisbane,sydney,May-08,346088,2721,70.5,753,260604264,369772698,491066,2008,5
14417,brisbane,townsville,May-08,77972,644,79.1,1112,86704864,109580928,98544,2008,5
14418,broome,perth,May-08,26155,253,75.1,1677,43861935,58418295,34835,2008,5
14419,cairns,melbourne,May-08,36153,261,75.9,2311,83549583,110146882,47662,2008,5
14420,cairns,sydney,May-08,71705,591,65.6,1971,141330555,215455923,109313,2008,5
14421,cairns,townsville,May-08,12661,423,66.3,284,3595724,5426388,19107,2008,5
14422,canberra,melbourne,May-08,91635,1073,67.6,470,43068450,63692990,135517,2008,5
14423,canberra,sydney,May-08,86594,1813,54.7,236,20436184,37386884,158419,2008,5
14424,coffs harbour,sydney,May-08,25887,371,78.5,443,11467941,14608368,32976,2008,5
14425,darwin,melbourne,May-08,28826,243,78.2,3131,90254206,115452494,36874,2008,5
14426,darwin,sydney,May-08,0,0,0.0,3155,0,0,0,2008,5
14427,devonport,melbourne,May-08,0,0,0.0,412,0,0,0,2008,5
14428,dubbo,sydney,May-08,16256,566,79.1,310,5039360,6367090,20539,2008,5
14429,gold coast,sydney,May-08,174488,1429,75.1,680,118651840,157946320,232274,2008,5
14430,hervey bay,sydney,May-08,12167,95,74.2,973,11838491,15961092,16404,2008,5
14431,hobart,melbourne,May-08,88814,790,69.5,618,54887052,79021188,127866,2008,5
14432,hobart,sydney,May-08,34832,282,75.2,1039,36190448,48150377,46343,2008,5
14433,kalgoorlie,perth,May-08,23571,255,76.2,538,12681198,16631194,30913,2008,5
14434,karratha,perth,May-08,0,0,0.0,1250,0,0,0,2008,5
14435,launceston,melbourne,May-08,65682,698,71.3,476,31264632,43830080,92080,2008,5
14436,launceston,sydney,May-08,16011,124,73.2,914,14634054,20000148,21882,2008,5
14437,melbourne,burnie,May-08,0,0,0.0,378,0,0,0,2008,5
14438,melbourne,gold coast,May-08,136585,1060,74.4,1330,181658050,244032390,183483,2008,5
14439,melbourne,mildura,May-08,13366,453,78.3,457,6108262,7802818,17074,2008,5
14440,melbourne,newcastle,May-08,32881,246,77.6,836,27488516,35402928,42348,2008,5
14441,melbourne,perth,May-08,137889,918,73.0,2706,373127634,510917154,188809,2008,5
14442,melbourne,sydney,May-08,574069,3993,74.9,706,405292714,541088284,766414,2008,5
14443,newcastle,gold coast,May-08,0,0,0.0,0,0,0,0,2008,5
14444,perth,port hedland,May-08,0,0,0.0,1312,0,0,0,2008,5
14445,perth,sydney,May-08,113926,539,81.6,3284,374132984,458581044,139641,2008,5
14446,port macquarie,sydney,May-08,13007,310,78.0,321,4175247,5351391,16671,2008,5
14447,sunshine coast,melbourne,May-08,39136,304,74.9,1454,56903744,75968592,52248,2008,5
14448,sunshine coast,sydney,May-08,34369,261,76.5,837,28766853,37589670,44910,2008,5
14449,sydney,townsville,May-08,14563,105,84.8,1690,24611470,29025750,17175,2008,5
14450,sydney,wagga wagga,May-08,16409,503,79.8,367,6022103,7544419,20557,2008,5
14451,adelaide,alice springs,Jun-08,0,0,0.0,1316,0,0,0,2008,6
14452,adelaide,brisbane,Jun-08,47551,402,76.7,1622,77127722,100541292,61986,2008,6
14453,adelaide,canberra,Jun-08,15021,156,65.1,972,14600412,22416264,23062,2008,6
14454,adelaide,gold coast,Jun-08,14920,119,77.1,1607,23976440,31116341,19363,2008,6
14455,adelaide,melbourne,Jun-08,162428,1410,73.1,643,104441204,142903535,222245,2008,6
14456,adelaide,perth,Jun-08,42107,343,74.0,2120,89266840,120598320,56886,2008,6
14457,adelaide,port lincoln,Jun-08,0,0,0.0,246,0,0,0,2008,6
14458,adelaide,sydney,Jun-08,115360,1048,71.1,1167,134625120,189320076,162228,2008,6
14459,albury,sydney,Jun-08,18236,557,67.7,452,8242672,12167388,26919,2008,6
14460,alice springs,melbourne,Jun-08,10619,84,74.2,1860,19751340,26605440,14304,2008,6
14461,alice springs,sydney,Jun-08,0,0,0.0,2022,0,0,0,2008,6
14462,ballina,sydney,Jun-08,20423,274,77.6,612,12498876,16116408,26334,2008,6
14463,brisbane,cairns,Jun-08,103792,831,72.0,1391,144374672,200381896,144056,2008,6
14464,brisbane,canberra,Jun-08,48367,526,70.6,956,46238852,65448716,68461,2008,6
14465,brisbane,darwin,Jun-08,30186,171,87.7,2852,86090472,98168692,34421,2008,6
14466,brisbane,hamilton island,Jun-08,10876,118,57.2,888,9657888,16895088,19026,2008,6
14467,brisbane,hobart,Jun-08,11854,84,78.8,1791,21230514,26950968,15048,2008,6
14468,brisbane,mackay,Jun-08,56904,561,75.5,797,45352488,60108146,75418,2008,6
14469,brisbane,melbourne,Jun-08,200237,1655,74.7,1381,276527297,370041712,267952,2008,6
14470,brisbane,newcastle,Jun-08,40853,320,73.7,614,25083742,34034634,55431,2008,6
14471,brisbane,perth,Jun-08,49636,317,74.8,3615,179434140,239920320,66368,2008,6
14472,brisbane,proserpine,Jun-08,16363,123,75.1,895,14644885,19506525,21795,2008,6
14473,brisbane,rockhampton,Jun-08,45822,635,74.7,518,23735796,31795358,61381,2008,6
14474,brisbane,sydney,Jun-08,330332,2486,75.0,753,248739996,331482648,440216,2008,6
14475,brisbane,townsville,Jun-08,80092,654,79.8,1112,89062304,111575856,100338,2008,6
14476,broome,perth,Jun-08,27862,273,75.4,1677,46724574,61961796,36948,2008,6
14477,cairns,melbourne,Jun-08,43391,278,81.2,2311,100276601,123472108,53428,2008,6
14478,cairns,sydney,Jun-08,75265,623,68.5,1971,148347315,216599103,109893,2008,6
14479,cairns,townsville,Jun-08,12055,397,64.9,284,3423620,5272176,18564,2008,6
14480,canberra,melbourne,Jun-08,86209,1051,64.9,470,40518230,62416000,132800,2008,6
14481,canberra,sydney,Jun-08,84472,1731,55.9,236,19935392,35632224,150984,2008,6
14482,coffs harbour,sydney,Jun-08,23871,361,76.0,443,10574853,13921718,31426,2008,6
14483,darwin,melbourne,Jun-08,32189,239,87.3,3131,100783759,115493197,36887,2008,6
14484,darwin,sydney,Jun-08,0,0,0.0,3155,0,0,0,2008,6
14485,devonport,melbourne,Jun-08,0,0,0.0,412,0,0,0,2008,6
14486,dubbo,sydney,Jun-08,15202,523,78.6,310,4712620,5996020,19342,2008,6
14487,gold coast,sydney,Jun-08,160150,1365,72.1,680,108902000,151006240,222068,2008,6
14488,hervey bay,sydney,Jun-08,12350,95,74.3,973,12016550,16174179,16623,2008,6
14489,hobart,melbourne,Jun-08,83733,747,69.4,618,51746994,74551194,120633,2008,6
14490,hobart,sydney,Jun-08,33796,276,73.9,1039,35114044,47532172,45748,2008,6
14491,kalgoorlie,perth,Jun-08,21297,230,72.6,538,11457786,15779002,29329,2008,6
14492,karratha,perth,Jun-08,0,0,0.0,1250,0,0,0,2008,6
14493,launceston,melbourne,Jun-08,63383,664,72.1,476,30170308,41859916,87941,2008,6
14494,launceston,sydney,Jun-08,15277,119,74.5,914,13963178,18747054,20511,2008,6
14495,melbourne,burnie,Jun-08,0,0,0.0,378,0,0,0,2008,6
14496,melbourne,gold coast,Jun-08,133781,995,75.8,1330,177928730,234772930,176521,2008,6
14497,melbourne,mildura,Jun-08,12101,429,75.4,457,5530157,7336221,16053,2008,6
14498,melbourne,newcastle,Jun-08,33554,278,69.5,836,28051144,40343688,48258,2008,6
14499,melbourne,perth,Jun-08,137463,853,76.5,2706,371974878,486327732,179722,2008,6
14500,melbourne,sydney,Jun-08,543600,3668,78.2,706,383781600,490563394,694849,2008,6
14501,newcastle,gold coast,Jun-08,11203,84,76.5,539,6038417,7888804,14636,2008,6
14502,perth,port hedland,Jun-08,0,0,0.0,1312,0,0,0,2008,6
14503,perth,sydney,Jun-08,103949,560,77.5,3284,341368516,440571588,134157,2008,6
14504,port macquarie,sydney,Jun-08,12044,301,74.3,321,3866124,5200521,16201,2008,6
14505,sunshine coast,melbourne,Jun-08,37756,289,75.9,1454,54897224,72335046,49749,2008,6
14506,sunshine coast,sydney,Jun-08,33704,293,67.3,837,28210248,41889339,50047,2008,6
14507,sydney,townsville,Jun-08,14688,104,83.5,1690,24822720,29710200,17580,2008,6
14508,sydney,wagga wagga,Jun-08,15090,472,77.7,367,5538030,7124204,19412,2008,6
14509,adelaide,alice springs,Jul-08,0,0,0.0,1316,0,0,0,2008,7
14510,adelaide,brisbane,Jul-08,54041,412,89.5,1622,87654502,97947714,60387,2008,7
14511,adelaide,canberra,Jul-08,16132,166,66.7,972,15680304,23521428,24199,2008,7
14512,adelaide,gold coast,Jul-08,17905,124,89.4,1607,28773335,32184996,20028,2008,7
14513,adelaide,melbourne,Jul-08,180999,1454,77.9,643,116382357,149426127,232389,2008,7
14514,adelaide,perth,Jul-08,46549,351,80.4,2120,98683880,122703480,57879,2008,7
14515,adelaide,port lincoln,Jul-08,0,0,0.0,246,0,0,0,2008,7
14516,adelaide,sydney,Jul-08,140792,1111,81.0,1167,164304264,202847940,173820,2008,7
14517,albury,sydney,Jul-08,21085,587,74.2,452,9530420,12849004,28427,2008,7
14518,alice springs,melbourne,Jul-08,12782,90,82.7,1860,23774520,28744440,15454,2008,7
14519,alice springs,sydney,Jul-08,0,0,0.0,2022,0,0,0,2008,7
14520,ballina,sydney,Jul-08,21944,291,81.5,612,13429728,16481772,26931,2008,7
14521,brisbane,cairns,Jul-08,116592,793,84.8,1391,162179472,191249981,137491,2008,7
14522,brisbane,canberra,Jul-08,54101,571,75.4,956,51720556,68580572,71737,2008,7
14523,brisbane,darwin,Jul-08,34176,178,95.1,2852,97469952,102532252,35951,2008,7
14524,brisbane,hamilton island,Jul-08,14418,124,70.7,888,12803184,18120528,20406,2008,7
14525,brisbane,hobart,Jul-08,0,0,0.0,1791,0,0,0,2008,7
14526,brisbane,mackay,Jul-08,62752,647,73.4,797,50013344,68161831,85523,2008,7
14527,brisbane,melbourne,Jul-08,231933,1754,82.2,1381,320299473,389582862,282102,2008,7
14528,brisbane,newcastle,Jul-08,45513,360,76.0,614,27944982,36766320,59880,2008,7
14529,brisbane,perth,Jul-08,59087,370,78.0,3615,213599505,273948315,75781,2008,7
14530,brisbane,proserpine,Jul-08,19140,124,86.8,895,17130300,19745490,22062,2008,7
14531,brisbane,rockhampton,Jul-08,48545,704,77.1,518,25146310,32601884,62938,2008,7
14532,brisbane,sydney,Jul-08,378214,2708,81.9,753,284795142,347601366,461622,2008,7
14533,brisbane,townsville,Jul-08,91690,740,79.5,1112,101959280,128241400,115325,2008,7
14534,broome,perth,Jul-08,33003,282,88.8,1677,55346031,62295519,37147,2008,7
14535,cairns,melbourne,Jul-08,49127,290,87.2,2311,113532497,130143965,56315,2008,7
14536,cairns,sydney,Jul-08,97533,653,85.0,1971,192237543,226278684,114804,2008,7
14537,cairns,townsville,Jul-08,13244,424,67.8,284,3761296,5548508,19537,2008,7
14538,canberra,melbourne,Jul-08,86573,1092,64.3,470,40689310,63305240,134692,2008,7
14539,canberra,sydney,Jul-08,86657,1771,56.2,236,20451052,36358868,154063,2008,7
14540,coffs harbour,sydney,Jul-08,24929,374,78.2,443,11043547,14125498,31886,2008,7
14541,darwin,melbourne,Jul-08,33223,221,90.1,3131,104021213,115405529,36859,2008,7
14542,darwin,sydney,Jul-08,0,0,0.0,3155,0,0,0,2008,7
14543,devonport,melbourne,Jul-08,0,0,0.0,412,0,0,0,2008,7
14544,dubbo,sydney,Jul-08,15454,569,74.4,310,4790740,6439010,20771,2008,7
14545,gold coast,sydney,Jul-08,188939,1431,80.2,680,128478520,160123000,235475,2008,7
14546,hervey bay,sydney,Jul-08,13925,96,82.1,973,13549025,16498188,16956,2008,7
14547,hobart,melbourne,Jul-08,85426,768,68.0,618,52793268,77587428,125546,2008,7
14548,hobart,sydney,Jul-08,34037,284,73.3,1039,35364443,48259472,46448,2008,7
14549,kalgoorlie,perth,Jul-08,22795,253,69.7,538,12263710,17593138,32701,2008,7
14550,karratha,perth,Jul-08,0,0,0.0,1250,0,0,0,2008,7
